u abs_error rel_error
-1.625e-2 2.390042676723830550386811542689161225509480887885449193780997822860663046e-2 1.011171874701813152623048164875204349858478458758809335343098003196368712
-1.59375e-2 2.343215154556489064055109598031983019704799847483002493375569403647576718e-2 1.010958766429598424693136191001927155854498928767082750865169302492404287
-1.5625e-2 2.296421712508352965055279487253617383934455864889709541120296684748269556e-2 1.010745589919078944326137092912007802578809348817775556969215422700742902
-1.53125e-2 2.249662341343510765083899411833479235487714459176131729901690624534437701e-2 1.010532345181173654843635085929209310600220183268680217621323554997293712
-1.5e-2 2.20293703183484289568373899424779258321118607160816350057955125676479e-2 1.010319032226794550920066911954453666535508664561899662060120747095695784
-1.46875e-2 2.156245774764010552754192227810814473971428601918586331819134967330300654e-2 1.010105651066846685573993624636958416285950398365802843405834508285322021
-1.4375e-2 2.109588560921444558749184865043455890868421324728733504870925701211656359e-2 1.009892201712228177149910597142679456700201205508745870475470451368413461
-1.40625e-2 2.062965381106334242528913875617557776454816147711536206976988993072855541e-2 1.009678684173830216290611743966014381528007487282011375645443653501901934
-1.375e-2 2.016376226126616336831851235441731121572619528186629210285394403967152476e-2 1.009465098462537072900123915912907980518366803909511144470069338453900938
-1.34375e-2 1.969821086798963893333518749824788369173624887106736966916130828780414693e-2 1.009251444589226103097227395141572822849004006208787768733971088852824944
-1.3125e-2 1.923299953948775215258614866414517137510556781547721692135318303145262907e-2 1.009037722564767756159578384980790467109249336720015660528340685134758074
-1.28125e-2 1.87681281841016280751314849830030743021543457957185522922859930835232276e-2 1.008823932400025581458449357154990526649172219194002964830162508539218227
-1.25e-2 1.830359671025942344303308754823670033669114513765508096171244493246875506e-2 1.008610074105856235384103087029813983588493103852902346985166732402862038
-1.21875e-2 1.783940502647621654207873167795011586433443214844947874502873861386524467e-2 1.008396147693109488261816175551452792956930078505855290076744258324568127
-1.1875e-2 1.737555304135389722671030504500506540955877441547880665985235062480412452e-2 1.008182153172628231258567824687519557593732697313025778224877315580257927
-1.15625e-2 1.691204066358105711882567576630190317142220863210177609866907902827203144e-2 1.007968090555248483280409601386339091328632158597251053216070821241032204
